Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (�)
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182738,"9,212.50 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182738,"1,562.50 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182738,"1,161.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182738,"3,963.16 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946968,"41,856.01 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946968,"2,930.13 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946968,"8,600.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946968,"1,487.66 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946968,189.34 
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946968,"2,399.58 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22975962,(304.05)
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22975962,"(1,932.75)"
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22975962,(53.19)
Department of Health,NHS Barnsley CCG,31/07/2018,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22975962,"(9,954.36)"
Department of Health,NHS Barnsley CCG,31/07/2018,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22975962,"(1,350.92)"
Department of Health,NHS Barnsley CCG,31/07/2018,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22975962,"(1,339.74)"
Department of Health,NHS Barnsley CCG,31/07/2018,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22975962,"(10,093.61)"
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182744,"107,535.12 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182744,"6,333.33 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182744,"11,289.06 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182740,"95,345.47 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182740,"13,500.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182740,"2,777.39 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182740,"9,725.72 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182742,"93,244.79 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182742,"33,280.78 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182742,"8,618.60 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182746,"80,463.95 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182746,711.11 
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182746,"41,186.25 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182746,"10,371.04 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946972,"152,777.12 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946972,"11,741.66 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946972,"14,085.62 "
Department of Health,NHS Barnsley CCG,31/07/2018,Clinical&Medical-Clinical Other,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,23224726,"27,784.04 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946974,"105,574.43 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946974,787.44 
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946974,"12,708.33 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946974,"3,191.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946974,"10,432.84 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946976,"93,220.20 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946976,"8,566.67 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946976,"6,865.66 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182748,"56,922.82 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182748,"21,594.09 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182748,"5,792.35 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946978,"109,293.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946978,"22,898.29 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946978,"7,938.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946978,"54,375.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946978,"3,268.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946978,"11,132.85 "
Department of Health,NHS Barnsley CCG,30/06/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22852240,"69,854.90 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182752,"48,247.03 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182752,"2,541.67 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182752,502.00 
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182752,"4,113.34 "
Department of Health,NHS Barnsley CCG,31/07/2018,Soc Care-Bed-Based Int Care Servs,INTERMEDIATE CARE,HIGHSTONE MEWS CARE HOME,23213189,"38,910.67 "
Department of Health,NHS Barnsley CCG,31/07/2018,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,23017402,791.00 
Department of Health,NHS Barnsley CCG,31/07/2018,Income tax <1Yr,BALANCE SHEET,HMRC,23017402,"60,585.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,23017402,"1,466.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,23017402,"43,101.12 "
Department of Health,NHS Barnsley CCG,31/07/2018,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,23017402,"30,813.63 "
Department of Health,NHS Barnsley CCG,30/06/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22820451,"67,097.05 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182754,"86,905.70 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182754,"20,747.29 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182754,"1,375.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182754,247.21 
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23182754,"9,466.80 "
Department of Health,NHS Barnsley CCG,30/06/2018,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,HUNTERCOMBE GROUP (THE),22841919,"34,482.85 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946980,"53,394.05 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946980,"6,045.20 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946980,"3,583.33 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946980,"4,927.45 "
Department of Health,NHS Barnsley CCG,31/07/2018,External Data Contracts,BUSINESS INFORMATICS,KIER BUSINESS SERVICES LTD,22904290,"13,850.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,External Data Contracts,COMMISSIONING SCHEMES,KIER BUSINESS SERVICES LTD,22904290,"15,206.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Telecoms-Data lines,PRIMARY CARE IT,KIER BUSINESS SERVICES LTD,22904290,"48,439.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22947718,"30,710.57 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22947718,"2,732.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22947718,"4,333.33 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22947718,"1,024.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22947718,"2,056.83 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,NHS BARNSLEY CCG GP PRACTICE,23210241,"37,365.71 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prof fees Dispensing,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23210241,"4,678.63 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,NHS BARNSLEY CCG GP PRACTICE,23210241,"1,381.60 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946984,"20,338.67 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946984,"4,802.71 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946984,"1,621.22 "
Department of Health,NHS Barnsley CCG,30/06/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,22546805,"(2,121.00)"
Department of Health,NHS Barnsley CCG,30/06/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,22546805,"(27,891.11)"
Department of Health,NHS Barnsley CCG,30/06/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,22547176,"(2,264.77)"
Department of Health,NHS Barnsley CCG,30/06/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,22547176,"(27,728.97)"
Department of Health,NHS Barnsley CCG,30/06/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,22547180,"2,121.00 "
Department of Health,NHS Barnsley CCG,30/06/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,22547180,"27,891.11 "
Department of Health,NHS Barnsley CCG,30/06/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,22731912,"1,797.00 "
Department of Health,NHS Barnsley CCG,30/06/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,22731912,"91,655.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,MID YORKSHIRE HOSPITALS NHS TRUST,22873474,"2,465.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,MID YORKSHIRE HOSPITALS NHS TRUST,22873474,"224,013.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Bldg/Eng Equip Maint Cont,ADMINISTRATION & BUSINESS SUPPORT,NHS PROPERTY SERVICES LTD,22968717,"8,577.81 "
Department of Health,NHS Barnsley CCG,31/07/2018,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ADMINISTRATION & BUSINESS SUPPORT,NHS PROPERTY SERVICES LTD,22968717,"20,797.18 "
Department of Health,NHS Barnsley CCG,31/07/2018,Service Charge,ADMINISTRATION & BUSINESS SUPPORT,NHS PROPERTY SERVICES LTD,22968717,"16,317.48 "
Department of Health,NHS Barnsley CCG,31/07/2018,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,23116287,"(30,396.64)"
Department of Health,NHS Barnsley CCG,31/07/2018,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,23116297,"157,481.14 "
Department of Health,NHS Barnsley CCG,31/07/2018,Clinical&Medical-Clinical Other,COMMISSIONING SCHEMES,PENISTONE GROUP PRACTICE,23116186,"25,179.98 "
Department of Health,NHS Barnsley CCG,31/07/2018,Other Gen Supplies & Srv,PATIENT TRANSPORT,PREMIER CARE DIRECT LTD,23262639,"28,557.10 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,22904226,"5,199.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,22904226,"447,365.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,22904228,"1,021.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,22904228,"40,828.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23190301,"60,755.29 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23190301,"8,873.23 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23190301,870.00 
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23190301,"7,007.14 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,22873486,"1,830,586.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,22873510,"175,893.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,23224720,"587,133.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,INTERMEDIATE CARE,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,23224720,"319,906.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,LONG TERM CONDITIONS,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,23224720,"145,792.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Clinical&Medical-Commercial Sector,NCAS/OATS,SPAMEDICA LTD,23129735,"85,235.59 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946982,"78,256.85 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946982,319.38 
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946982,"17,485.37 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22946982,"6,630.93 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22947716,"45,306.84 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22947716,3.53 
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22947716,363.30 
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22947716,"2,807.46 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22947716,"1,107.86 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22947716,"28,500.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22947716,"1,573.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22947716,"4,023.80 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,22893086,"129,241.20 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,22893090,"55,687.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,22893095,"656,905.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,23255061,"129,241.20 "
Department of Health,NHS Barnsley CCG,31/07/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,23255071,"656,905.00 "
Department of Health,NHS Barnsley CCG,30/06/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,22731897,"59,750.00 "
Department of Health,NHS Barnsley CCG,31/07/2018,Clinical&Medical-Commercial Sector,NCAS/OATS,YPSOMED LTD,23213159,"28,317.12 "
Department of Health,NHS Barnsley CCG,31/08/2018,Clinical&Medical-Commercial Sector,LEARNING DIFFICULTIES,ASC HEALTHCARE LTD,23461638,"46,119.14 "
Department of Health,NHS Barnsley CCG,31/08/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,23391056,"26,882.52 "
Department of Health,NHS Barnsley CCG,31/08/2018,C&M-APMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,23391056,213.10 
Department of Health,NHS Barnsley CCG,31/08/2018,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,23391056,"1,310.42 "
Department of Health,NHS Barnsley CCG,31/08/2018,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,23391056,448.00 
Department of Health,NHS Barnsley CCG,31/08/2018,C&M-APMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,23391056,"8,793.94 "
Department of Health,NHS Barnsley CCG,31/08/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,23391056,"2,327.36 "
Department of Health,NHS Barnsley CCG,31/08/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,23391058,"31,690.05 "
